City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Vila Do Maio,CV,2021-12-12 14:11:35,15.1333,-23.2167,79.59,70,49,10.96
1,Sao Filipe,CV,2021-12-12 14:11:35,14.8961,-24.4956,76.21,68,16,9.69
2,Tobol,KZ,2021-12-12 14:11:36,52.6844,62.5794,6.24,92,13,5.99
3,Cape Town,ZA,2021-12-12 14:11:36,-33.9258,18.4232,77.09,50,100,1.99
4,Mount Isa,AU,2021-12-12 14:11:36,-20.7333,139.5,82.17,15,0,8.05
5,Thompson,CA,2021-12-12 14:11:37,55.7435,-97.8558,2.07,98,100,3.24
6,Albany,US,2021-12-12 14:11:37,42.6001,-73.9662,39.09,71,15,1.01
7,Ambon,ID,2021-12-12 14:11:37,-3.6954,128.1814,82.51,79,100,5.57
8,Nikolskoye,RU,2021-12-12 14:11:37,59.7035,30.7861,23.4,96,94,5.55
9,Rikitea,PF,2021-12-12 14:11:38,-23.1203,-134.9692,76.23,75,26,3.36
10,Atuona,PF,2021-12-12 14:11:38,-9.8,-139.0333,78.22,78,25,18.59
11,Zinder,NE,2021-12-12 14:11:38,13.8072,8.9881,90.1,9,68,11.97
12,Puerto Ayora,EC,2021-12-12 14:11:39,-0.7393,-90.3518,73.36,89,100,3.0
13,Saskylakh,RU,2021-12-12 14:11:39,71.9167,114.0833,-45.2,100,68,3.33
14,Yellowknife,CA,2021-12-12 14:11:39,62.456,-114.3525,10.42,95,100,8.99
15,Schwarzenbach,DE,2021-12-12 14:11:39,49.7333,12.0,37.44,86,99,6.82
16,Kalulushi,ZM,2021-12-12 14:11:40,-12.8378,28.0919,92.19,19,55,3.31
17,Mataura,NZ,2021-12-12 14:11:40,-46.1927,168.8643,44.47,99,67,2.1
18,Chuy,UY,2021-12-12 14:11:40,-33.6971,-53.4616,77.97,52,0,7.27
19,Provideniya,RU,2021-12-12 14:11:41,64.3833,-173.3,-9.62,87,39,4.92
20,Qui Nhon,VN,2021-12-12 14:11:41,13.7667,109.2333,73.26,87,73,18.41
21,Cortez,US,2021-12-12 14:11:41,37.3489,-108.5859,25.7,85,1,4.61
22,Hilo,US,2021-12-12 14:11:41,19.7297,-155.09,71.28,77,1,6.91
23,Vaini,TO,2021-12-12 14:11:42,-21.2,-175.2,77.16,94,40,4.61
24,Ribeira Grande,PT,2021-12-12 14:11:42,38.5167,-28.7,59.4,72,40,25.32
25,Georgetown,MY,2021-12-12 14:11:25,5.4112,100.3354,84.88,74,20,3.44
26,Saint-Georges,GD,2021-12-12 14:11:42,12.0564,-61.7485,83.88,74,40,11.5
27,Meulaboh,ID,2021-12-12 14:11:43,4.1363,96.1285,78.91,85,85,2.95
28,Ushuaia,AR,2021-12-12 14:11:43,-54.8,-68.3,47.75,86,100,5.1
29,Hermanus,ZA,2021-12-12 14:11:43,-34.4187,19.2345,73.9,71,100,9.22
30,Mount Gambier,AU,2021-12-12 14:11:43,-37.8333,140.7667,60.26,52,7,6.4
31,Hithadhoo,MV,2021-12-12 14:11:44,-0.6,73.0833,81.46,74,100,8.9
32,Punta Arenas,CL,2021-12-12 14:09:51,-53.15,-70.9167,53.71,58,40,24.16
33,Garowe,SO,2021-12-12 14:11:44,8.4054,48.4845,86.65,31,29,14.79
34,Port Alfred,ZA,2021-12-12 14:11:44,-33.5906,26.891,74.19,76,60,13.82
35,Castro,BR,2021-12-12 14:11:45,-24.7911,-50.0119,83.73,35,90,4.47
36,Kruisfontein,ZA,2021-12-12 14:11:45,-34.0033,24.7314,74.88,69,100,13.62
37,Kodiak,US,2021-12-12 14:09:00,57.79,-152.4072,11.71,52,1,18.41
38,Axim,GH,2021-12-12 14:11:45,4.8699,-2.2405,85.42,67,99,9.31
39,Ixtapa,MX,2021-12-12 14:11:46,20.7,-105.2,67.23,94,1,3.44
40,Ilo,PE,2021-12-12 14:11:46,-17.6394,-71.3375,67.91,82,89,8.05
41,Tiksi,RU,2021-12-12 14:11:46,71.6872,128.8694,-21.37,100,95,2.77
42,Buraydah,SA,2021-12-12 14:11:46,26.326,43.975,65.97,25,89,7.7
43,Cherskiy,RU,2021-12-12 14:11:47,68.75,161.3,-43.33,100,49,1.88
44,Inhambane,MZ,2021-12-12 14:11:47,-23.865,35.3833,85.23,69,15,17.58
45,Lorengau,PG,2021-12-12 14:11:47,-2.0226,147.2712,82.54,84,67,8.79
46,Bethel,US,2021-12-12 14:11:48,41.3712,-73.414,42.89,52,1,3.0
47,Gorele,TR,2021-12-12 14:11:48,41.0308,39.0031,56.64,54,45,8.32
48,Makakilo City,US,2021-12-12 14:11:48,21.3469,-158.0858,71.92,83,40,0.0
49,Saint-Pierre,RE,2021-12-12 14:11:49,-21.3393,55.4781,82.29,67,0,26.46
50,Avarua,CK,2021-12-12 14:11:49,-21.2078,-159.775,75.25,88,100,1.14
51,Ostrovnoy,RU,2021-12-12 14:11:49,68.0531,39.5131,28.22,91,100,17.9
52,Sisimiut,GL,2021-12-12 14:11:49,66.9395,-53.6735,18.12,92,94,6.93
53,Katherine,AU,2021-12-12 14:11:50,-14.4667,132.2667,86.32,54,85,6.91
54,North Bend,US,2021-12-12 14:11:50,43.4065,-124.2243,46.08,97,90,4.61
55,Bredasdorp,ZA,2021-12-12 14:11:50,-34.5322,20.0403,71.28,53,100,12.41
56,Busselton,AU,2021-12-12 14:11:51,-33.65,115.3333,55.09,64,13,15.55
57,Sistranda,NO,2021-12-12 14:11:51,63.7256,8.834,39.9,88,100,13.53
58,Itzehoe,DE,2021-12-12 14:11:51,53.921,9.5153,44.94,82,100,4.0
59,Beringovskiy,RU,2021-12-12 14:11:52,63.05,179.3167,-25.11,98,61,8.5
60,Butaritari,KI,2021-12-12 14:11:52,3.0707,172.7902,82.24,72,99,15.93
61,Mar Del Plata,AR,2021-12-12 14:11:52,-38.0023,-57.5575,65.88,97,100,11.99
62,Barrow,US,2021-12-12 14:11:52,71.2906,-156.7887,-7.58,77,75,16.11
63,Mahebourg,MU,2021-12-12 14:11:53,-20.4081,57.7,79.25,67,100,15.23
64,Isangel,VU,2021-12-12 14:11:53,-19.55,169.2667,80.17,86,100,9.08
65,Yambio,SS,2021-12-12 14:11:53,4.5721,28.3955,96.82,16,99,5.99
66,Guozhen,CN,2021-12-12 14:11:54,34.3659,107.359,37.51,63,0,0.98
67,Mumbwa,ZM,2021-12-12 14:11:54,-14.9783,27.0619,95.99,14,54,9.53
68,Bluff,NZ,2021-12-12 14:11:54,-46.6,168.3333,44.8,83,16,4.63
69,Tasiilaq,GL,2021-12-12 14:11:54,65.6145,-37.6368,33.96,91,100,11.43
70,Balkhash,KZ,2021-12-12 14:11:55,46.844,74.9804,28.04,94,100,3.58
71,Peace River,CA,2021-12-12 14:10:00,56.2501,-117.286,10.65,98,21,5.99
72,Upernavik,GL,2021-12-12 14:11:55,72.7868,-56.1549,5.68,91,100,9.24
73,Mahon,ES,2021-12-12 14:11:55,39.8885,4.2658,57.76,67,40,12.66
74,Nambucca Heads,AU,2021-12-12 14:11:56,-30.65,153.0,66.0,83,94,6.85
75,Jamestown,US,2021-12-12 14:11:56,42.097,-79.2353,36.99,85,90,14.0
76,Dikson,RU,2021-12-12 14:11:56,73.5069,80.5464,-21.21,97,30,8.37
77,New Norfolk,AU,2021-12-12 14:11:57,-42.7826,147.0587,53.1,69,3,1.39
78,Pitimbu,BR,2021-12-12 14:11:57,-7.4706,-34.8086,88.39,64,9,13.42
79,Lebu,CL,2021-12-12 14:11:57,-37.6167,-73.65,57.18,55,8,7.74
80,Portland,US,2021-12-12 14:09:07,45.5234,-122.6762,43.21,93,90,5.01
81,Andenes,NO,2021-12-12 14:11:58,69.3143,16.1194,34.07,93,75,6.91
82,Seminole,US,2021-12-12 14:09:34,28.7086,-81.2081,72.43,93,90,3.44
83,Kysyl-Syr,RU,2021-12-12 14:11:58,63.8986,122.7617,-37.1,100,61,4.18
84,Cayenne,GF,2021-12-12 14:11:58,4.9333,-52.3333,77.09,91,90,5.75
85,Mabaruma,GY,2021-12-12 14:11:59,8.2,-59.7833,74.26,99,100,3.6
86,Nouadhibou,MR,2021-12-12 14:11:59,20.931,-17.0347,69.85,52,100,8.52
87,Srednekolymsk,RU,2021-12-12 14:11:59,67.45,153.6833,-46.77,99,97,2.75
88,Talnakh,RU,2021-12-12 14:11:59,69.4865,88.3972,-25.8,85,100,2.33
89,Qaanaaq,GL,2021-12-12 14:12:00,77.484,-69.3632,0.61,66,98,1.68
90,Yazoo City,US,2021-12-12 14:12:00,32.8551,-90.4056,39.94,73,0,6.17
91,Kaitangata,NZ,2021-12-12 14:12:00,-46.2817,169.8464,45.93,93,99,3.83
92,Huilong,CN,2021-12-12 14:12:01,31.8111,121.655,50.04,60,94,13.96
93,Shakiso,ET,2021-12-12 14:12:01,5.75,38.9167,77.38,27,67,9.93
94,Broken Hill,AU,2021-12-12 14:12:01,-31.95,141.4333,78.15,18,13,8.25
95,Riverton,US,2021-12-12 14:12:02,40.5219,-111.9391,37.15,59,90,11.99
96,Khorixas,NA,2021-12-12 14:12:02,-20.3667,14.9667,86.0,37,99,5.82
97,East London,ZA,2021-12-12 14:12:02,-33.0153,27.9116,75.36,73,17,11.99
98,Port Keats,AU,2021-12-12 14:12:03,-14.25,129.55,84.58,77,9,9.55
99,Ancud,CL,2021-12-12 14:12:03,-41.8697,-73.8203,53.13,79,99,15.08
100,Khatanga,RU,2021-12-12 14:12:03,71.9667,102.5,-51.05,100,78,0.85
101,Nome,US,2021-12-12 14:12:03,64.5011,-165.4064,-7.53,59,1,3.44
102,Clyde River,CA,2021-12-12 14:12:04,70.4692,-68.5914,-17.43,96,20,3.78
103,Vao,NC,2021-12-12 14:12:04,-22.6667,167.4833,78.24,89,100,17.13
104,Lugovoy,KZ,2021-12-12 14:12:04,42.9472,72.7644,39.02,72,98,5.68
105,Darhan,MN,2021-12-12 14:12:05,49.4867,105.9228,8.19,84,84,6.87
106,Shizunai,JP,2021-12-12 14:12:05,42.3339,142.3669,42.58,65,79,29.17
107,Bud,US,2021-12-12 14:12:05,39.447,-86.1758,33.89,79,49,7.87
108,Dharmanagar,IN,2021-12-12 14:12:05,24.3667,92.1667,61.2,79,0,1.01
109,Padang,ID,2021-12-12 14:12:06,-0.9492,100.3543,78.85,89,100,5.28
110,Uvinza,TZ,2021-12-12 14:12:06,-5.1036,30.3911,74.73,80,93,4.45
111,Pangkalanbuun,ID,2021-12-12 14:12:06,-2.6833,111.6167,75.4,97,100,2.71
112,Planaltina,BR,2021-12-12 14:07:07,-15.4528,-47.6142,80.89,92,100,5.26
113,Port Blair,IN,2021-12-12 14:12:07,11.6667,92.75,80.17,75,8,10.69
114,Kaputa,ZM,2021-12-12 14:12:07,-8.4689,29.6619,82.56,52,65,5.23
115,Lakes Entrance,AU,2021-12-12 14:03:26,-37.8811,147.981,53.17,87,0,8.88
116,Gamba,GA,2021-12-12 14:12:07,-2.65,10.0,75.97,90,100,3.22
117,Kovur,IN,2021-12-12 14:12:08,14.4833,79.9833,76.53,83,13,8.88
118,Burns Lake,CA,2021-12-12 14:12:08,54.2331,-125.7533,18.19,98,100,0.65
119,Saint George,US,2021-12-12 14:12:08,37.1041,-113.5841,41.34,72,1,0.0
120,Ouadda,CF,2021-12-12 14:12:09,8.0777,22.4007,97.41,14,15,5.97
121,Lompoc,US,2021-12-12 14:12:09,34.6391,-120.4579,51.12,82,1,0.0
122,Moose Factory,CA,2021-12-12 14:12:09,51.2585,-80.6094,11.66,94,70,7.76
123,Odda,NO,2021-12-12 14:12:10,60.0691,6.5457,43.77,97,100,4.99
124,Seoul,KR,2021-12-12 14:12:10,37.5683,126.9778,27.84,28,0,11.79
125,Geraldton,AU,2021-12-12 14:12:10,-28.7667,114.6,66.61,68,14,25.32
126,Batouri,CM,2021-12-12 14:12:10,4.4333,14.3667,96.51,15,44,6.6
127,Hamilton,US,2021-12-12 14:08:28,39.1834,-84.5333,35.4,82,20,1.01
128,Tuktoyaktuk,CA,2021-12-12 14:12:11,69.4541,-133.0374,-1.16,96,100,16.64
129,Wajima,JP,2021-12-12 14:12:11,37.4,136.9,42.08,84,100,24.52
130,Faanui,PF,2021-12-12 14:12:11,-16.4833,-151.75,80.15,72,83,9.6
131,Kargasok,RU,2021-12-12 14:12:12,59.0556,80.8572,-4.56,99,93,6.49
132,Bubaque,GW,2021-12-12 14:12:12,11.2833,-15.8333,80.85,72,71,6.06
133,Taoudenni,ML,2021-12-12 14:12:12,22.6783,-3.9836,83.19,8,11,11.27
134,Kencong,ID,2021-12-12 14:12:12,-8.2833,113.3667,78.66,87,100,3.69
135,Karmaskaly,RU,2021-12-12 14:12:13,54.3709,56.1837,6.71,95,5,2.91
136,Narsaq,GL,2021-12-12 14:12:13,60.9167,-46.05,19.62,83,15,5.37
137,Yar-Sale,RU,2021-12-12 14:12:13,66.8333,70.8333,-8.66,100,92,3.78
138,Marrakesh,MA,2021-12-12 14:12:14,31.6315,-8.0083,77.07,25,0,6.91
139,Ueda,JP,2021-12-12 14:08:15,36.4,138.2667,49.33,91,98,4.56
140,Nhulunbuy,AU,2021-12-12 14:12:14,-12.2333,136.7667,79.41,78,100,0.0
141,Cangucu,BR,2021-12-12 14:12:14,-31.395,-52.6756,78.01,41,0,4.72
142,Port Elizabeth,ZA,2021-12-12 14:12:15,-33.918,25.5701,77.09,76,92,12.8
143,Saldanha,ZA,2021-12-12 14:12:15,-33.0117,17.9442,64.26,79,100,11.9
144,Port Hardy,CA,2021-12-12 14:12:15,50.6996,-127.4199,36.75,79,91,8.12
145,Vila Franca Do Campo,PT,2021-12-12 14:12:16,37.7167,-25.4333,64.81,68,71,16.8
146,Kodinar,IN,2021-12-12 14:12:16,20.7903,70.7031,75.33,67,0,4.65
147,Vangaindrano,MG,2021-12-12 14:12:16,-23.35,47.6,81.82,60,0,9.66
148,Jalu,LY,2021-12-12 14:12:16,29.0331,21.5482,68.97,19,100,8.63
149,Santa Cruz,BO,2021-12-12 14:12:17,-17.8,-63.1667,75.25,88,90,13.8
150,Namibe,AO,2021-12-12 14:12:17,-15.1961,12.1522,77.56,63,11,12.08
151,Arlit,NE,2021-12-12 14:12:17,18.7369,7.3853,87.57,5,6,0.47
152,Pevek,RU,2021-12-12 14:12:18,69.7008,170.3133,-34.89,97,27,4.0
153,Bay Roberts,CA,2021-12-12 14:12:18,47.5999,-53.2648,54.34,94,100,11.99
154,Baykit,RU,2021-12-12 14:12:18,61.67,96.37,-17.52,99,91,3.36
155,Dubbo,AU,2021-12-12 14:11:15,-32.25,148.6167,62.73,72,0,13.8
156,Severo-Kurilsk,RU,2021-12-12 14:12:19,50.6789,156.125,32.65,93,100,15.59
157,Ahipara,NZ,2021-12-12 14:12:19,-35.1667,173.1667,65.73,97,100,4.25
158,Aldan,RU,2021-12-12 14:12:19,58.6031,125.3894,-25.92,96,22,5.46
159,Carnarvon,AU,2021-12-12 14:12:19,-24.8667,113.6333,71.67,73,0,21.85
160,Nuuk,GL,2021-12-12 14:12:20,64.1835,-51.7216,20.01,86,75,10.36
161,Sao Joao Da Barra,BR,2021-12-12 14:12:20,-21.6403,-41.0511,87.89,76,74,11.27
162,Meadow Lake,US,2021-12-12 14:12:20,34.8014,-106.5436,30.24,37,0,1.66
163,Buala,SB,2021-12-12 14:12:21,-8.145,159.5921,80.19,85,100,6.78
164,Tilichiki,RU,2021-12-12 14:12:21,60.4667,166.1,-7.26,80,100,11.97
165,Saint Anthony,US,2021-12-12 14:12:21,45.0205,-93.218,27.54,76,1,3.0
166,Kavaratti,IN,2021-12-12 14:12:21,10.5669,72.642,82.54,74,91,4.23
167,Laguna,US,2021-12-12 14:12:22,38.421,-121.4238,52.3,86,90,1.99
168,Konstantinovo,BY,2021-12-12 14:12:22,54.6628,29.2699,34.57,99,100,5.19
169,Libertador General San Martin,AR,2021-12-12 14:12:22,-23.8064,-64.7876,87.98,45,1,3.71
170,Chokurdakh,RU,2021-12-12 14:12:22,70.6333,147.9167,-29.13,94,100,2.89
171,Abu Dhabi,AE,2021-12-12 14:08:49,24.4667,54.3667,73.96,61,39,12.3
172,Esperance,AU,2021-12-12 14:12:23,-33.8667,121.9,59.18,53,83,12.48
173,Caconda,AO,2021-12-12 14:12:23,-13.7333,15.0667,70.57,72,99,3.36
174,Lata,PT,2021-12-12 14:12:23,40.1629,-8.3327,68.49,55,26,1.14
175,Bambous Virieux,MU,2021-12-12 14:12:24,-20.3428,57.7575,79.21,67,100,15.26
176,Klaksvik,FO,2021-12-12 14:12:24,62.2266,-6.589,45.52,73,99,20.24
177,Kapaa,US,2021-12-12 14:12:24,22.0752,-159.319,73.72,83,90,1.99
178,Olafsvik,IS,2021-12-12 14:12:25,64.8945,-23.7142,42.15,87,100,19.46
179,Lagos,NG,2021-12-12 14:10:27,6.5833,3.75,94.62,40,63,5.59
180,Hovd,MN,2021-12-12 14:12:25,48.0056,91.6419,6.69,61,0,6.51
181,Yasenskaya,RU,2021-12-12 14:12:25,46.3592,38.269,42.73,72,100,19.8
182,The Valley,AI,2021-12-12 14:12:26,18.217,-63.0578,83.82,74,40,16.11
183,Burley,US,2021-12-12 14:12:26,42.5357,-113.7928,39.16,35,90,18.41
184,Sitka,US,2021-12-12 14:12:26,57.0531,-135.33,35.49,69,90,13.8
185,Sambava,MG,2021-12-12 14:12:26,-14.2667,50.1667,81.28,69,100,9.44
186,Slyudyanka,RU,2021-12-12 14:12:27,51.6594,103.7061,16.74,85,93,4.25
187,Jiuquan,CN,2021-12-12 14:12:27,39.7432,98.5174,20.88,33,0,3.4
188,Nara,JP,2021-12-12 14:12:27,34.6851,135.8049,56.48,53,73,8.34
189,Hobart,AU,2021-12-12 14:12:28,-42.8794,147.3294,53.46,79,40,1.99
190,Visby,SE,2021-12-12 14:12:28,57.6409,18.296,34.77,93,40,3.44
191,Rantepao,ID,2021-12-12 14:12:28,-2.9701,119.8978,67.96,96,98,2.77
192,Alofi,NU,2021-12-12 14:12:28,-19.0595,-169.9187,78.03,72,7,9.4
193,Skjervoy,NO,2021-12-12 14:12:29,70.0311,20.9714,32.18,66,100,9.42
194,Flin Flon,CA,2021-12-12 14:12:29,54.7682,-101.865,1.38,99,61,2.24
195,Tazovskiy,RU,2021-12-12 14:12:29,67.4667,78.7,-14.62,84,100,6.64
196,Itarema,BR,2021-12-12 14:12:30,-2.9248,-39.9167,89.71,53,82,17.47
197,Otane,NZ,2021-12-12 14:12:30,-39.8833,176.6333,55.0,98,100,2.13
198,Sao Jose Da Coroa Grande,BR,2021-12-12 14:12:30,-8.8978,-35.1478,85.23,59,26,11.61
199,Kahului,US,2021-12-12 14:12:31,20.8947,-156.47,71.62,90,20,12.66
200,San Patricio,US,2021-12-12 14:12:31,28.017,-97.5169,51.84,47,0,6.53
201,Russell,US,2021-12-12 14:12:31,32.3502,-85.1999,44.96,80,1,10.36
202,La Rioja,ES,2021-12-12 14:12:31,42.25,-2.5,53.04,55,82,0.45
203,Amahai,ID,2021-12-12 14:12:32,-3.3333,128.9167,80.74,84,100,4.32
204,Lagoa,PT,2021-12-12 14:12:32,39.05,-27.9833,56.93,72,100,32.32
205,La Ronge,CA,2021-12-12 14:12:32,55.1001,-105.2842,5.38,96,67,4.59
206,Les Cayes,HT,2021-12-12 14:12:33,18.2,-73.75,81.68,62,0,2.33
207,Tessalit,ML,2021-12-12 14:12:33,20.1986,1.0114,84.54,6,9,2.42
208,Marmarion,GR,2021-12-12 14:12:33,38.0484,24.3204,64.58,66,5,11.86
209,Pine Bluff,US,2021-12-12 14:12:33,34.2284,-92.0032,32.07,100,1,0.0
210,Dingle,PH,2021-12-12 14:12:34,10.9995,122.6711,75.92,93,94,8.46
211,Mandera,KE,2021-12-12 14:12:34,3.9366,41.867,93.97,25,50,12.41
212,Bouca,CF,2021-12-12 14:12:34,6.5105,18.2733,98.64,17,100,6.78
213,Ronda,ES,2021-12-12 14:12:35,36.7423,-5.1671,65.86,42,0,6.29
214,Whitehorse,CA,2021-12-12 14:12:35,60.7161,-135.0538,-6.99,100,87,3.85
215,Tacuarembo,UY,2021-12-12 14:12:35,-31.7333,-55.9833,90.52,26,17,7.61
216,Broome,US,2021-12-12 14:12:35,42.2506,-75.833,37.81,67,1,4.0
217,Udachnyy,RU,2021-12-12 14:12:36,66.4167,112.4,-44.55,80,99,4.14
218,Longyearbyen,SJ,2021-12-12 14:12:36,78.2186,15.6401,33.64,80,75,26.46
219,Egvekinot,RU,2021-12-12 14:12:36,66.3167,-179.1667,-26.03,93,21,3.67
220,Aksarka,RU,2021-12-12 14:12:37,66.5606,67.7975,0.12,98,98,1.16
221,Flinders,AU,2021-12-12 14:12:37,-34.5833,150.8552,62.2,87,40,7.76
222,Torbay,CA,2021-12-12 14:12:37,47.6666,-52.7314,53.58,95,90,33.38
223,Pisco,PE,2021-12-12 14:12:37,-13.7,-76.2167,69.85,78,90,4.61
224,Leh,IN,2021-12-12 14:12:38,34.1667,77.5833,12.11,52,99,1.7
225,Airai,TL,2021-12-12 14:12:38,-8.9266,125.4092,62.42,93,90,1.03
226,Bluefields,NI,2021-12-12 14:12:38,12.0137,-83.7635,76.57,89,39,5.46
227,Pochutla,MX,2021-12-12 14:12:39,15.7432,-96.4661,75.81,62,3,3.27
228,College,US,2021-12-12 14:12:39,64.8569,-147.8028,-10.8,70,90,0.0
229,Safaga,EG,2021-12-12 14:12:39,26.7292,33.9365,76.15,57,100,5.08
230,Biak,ID,2021-12-12 14:12:39,-0.9131,122.8766,78.4,87,100,2.82
231,Kingaroy,AU,2021-12-12 14:12:40,-26.5333,151.8333,62.15,95,29,4.9
232,Komarikhinskiy,RU,2021-12-12 14:12:40,58.0979,57.1163,2.17,96,100,2.59
233,Manaure,CO,2021-12-12 14:12:40,11.7751,-72.4445,81.54,69,100,11.16
234,Coquimbo,CL,2021-12-12 14:12:41,-29.9533,-71.3436,64.13,72,40,10.36
235,Katsuura,JP,2021-12-12 14:12:41,35.1333,140.3,63.19,63,10,26.84
236,Nevsehir,TR,2021-12-12 14:12:41,38.9167,34.6667,54.61,44,0,6.91
237,Trelew,AR,2021-12-12 14:12:42,-43.249,-65.3051,70.5,17,0,21.34
238,Ilulissat,GL,2021-12-12 14:09:33,69.2167,-51.1,19.42,73,40,12.66
239,Tautira,PF,2021-12-12 14:12:42,-17.7333,-149.15,77.02,76,30,6.64
240,Severo-Yeniseyskiy,RU,2021-12-12 14:12:42,60.3725,93.0408,-10.34,100,100,1.23
241,Constitucion,CL,2021-12-12 14:12:43,-35.3333,-72.4167,60.57,63,5,12.71
242,Mossendjo,CG,2021-12-12 14:12:43,-2.9506,12.7261,77.76,90,79,3.6
243,Tuatapere,NZ,2021-12-12 14:12:43,-46.1333,167.6833,44.82,91,22,3.47
244,Bam,IR,2021-12-12 14:12:43,29.106,58.357,56.59,32,0,6.96
245,Marawi,PH,2021-12-12 14:12:44,7.9986,124.2928,69.66,97,41,1.39
246,Lappeenranta,FI,2021-12-12 14:12:44,61.0587,28.1887,32.05,97,90,3.44
247,Matagami,CA,2021-12-12 14:12:44,49.7502,-77.6328,18.66,88,92,10.83
248,Meybod,IR,2021-12-12 14:12:44,32.2501,54.0166,59.02,39,0,4.29
249,Jaciara,BR,2021-12-12 14:12:45,-15.9653,-54.9683,78.76,84,100,2.48
250,Bonaventure,CA,2021-12-12 14:09:52,48.0457,-65.4926,36.18,67,98,34.29
251,Stokmarknes,NO,2021-12-12 14:12:45,68.5646,14.9108,37.38,70,75,13.8
252,Budelsdorf,DE,2021-12-12 14:12:45,54.3167,9.6833,44.82,75,100,4.0
253,Apac,UG,2021-12-12 14:12:46,1.9756,32.5386,92.14,16,99,10.71
254,Cape Canaveral,US,2021-12-12 14:12:46,28.4058,-80.6048,73.38,86,1,3.44
255,Victoria,HK,2021-12-12 14:10:12,22.2855,114.1577,71.65,79,6,1.01
256,Saint-Philippe,RE,2021-12-12 14:12:46,-21.3585,55.7679,82.22,77,79,12.26
257,Labuhan,ID,2021-12-12 14:12:47,-6.8844,112.2051,80.33,82,50,9.35
258,Collie,AU,2021-12-12 14:12:47,-33.3667,116.15,52.99,57,30,10.38
259,Baghdad,IQ,2021-12-12 14:11:17,33.3406,44.4009,64.31,36,0,9.22
260,Brae,GB,2021-12-12 14:12:47,60.3964,-1.353,46.31,77,100,17.81
261,Shunyi,CN,2021-12-12 14:12:48,40.125,116.6453,31.95,23,0,6.71
262,Karlshus,NO,2021-12-12 14:12:48,59.352,10.8723,37.83,70,90,9.22
263,Sabha,LY,2021-12-12 14:12:48,27.0377,14.4283,65.55,22,3,5.79
264,Karratha,AU,2021-12-12 14:12:48,-20.7377,116.8463,96.82,19,4,17.92
265,Amealco,MX,2021-12-12 14:12:49,20.1833,-100.15,41.07,81,64,4.65
266,Luderitz,NA,2021-12-12 14:12:49,-26.6481,15.1594,72.28,57,0,18.88
267,Naze,JP,2021-12-12 14:12:49,28.3667,129.4833,63.0,65,12,15.1
268,San Miguel De Sema,CO,2021-12-12 14:12:50,5.5178,-73.7221,58.37,68,92,3.11
269,Murdochville,CA,2021-12-12 14:12:50,48.9583,-65.5006,22.33,79,86,23.06
270,Souillac,MU,2021-12-12 14:12:50,-20.5167,57.5167,79.36,68,100,15.01
